pct_scrandom	mouse_move_total_rel_distance	screen_height	session_duration	pct_click_product_info	pct_scroll_move_duration	pct_mouse_move	total_load_time	ack	session_id	scroll_move_total_rel_distance	pct_mouse_click	product_ean	user_id	wild_mouse_duration	session_start	browser_name	screen_width	pct_input	pct_rage_click	pct_click	pct_doubleclick	pct_wild_mouse	page_activity_duration	pct_scroll_move
53.98012	11.47370	1024	134.21717	62.23764	14.67054	11.30210	2.09289	1.00000	866446	12.50943	10.94671	2516353830198	1650	15.38642	2022-08-16 21:52:55	edge	1920	0.24708	49.29372	11.67207	11.24094	42.13265	13.99443	41.61444
52.97361	11.84684	800	98.42510	61.47785	15.80929	7.91879	8.52853	0.00000	586326	12.51286	14.10424	5657249849140	1971	10.68104	2019-12-04 09:18:15	edge	1280	0.00228	52.41581	12.12826	13.55137	70.28907	14.56090	16.04665
40.79983	13.30084	768	236.04080	51.38677	10.43585	13.30088	4.18950	1.00000	697852	11.11908	15.53504	0946539591100	2333	10.55879	2022-06-06 18:50:11	chrome	1024	0.00202	46.34661	15.80419	14.87724	34.53645	13.49135	40.40143
54.84818	11.70395	lower	147.04095	34.66982	12.85386	9.34822	3.50932	1.00000	1365152	10.78041	14.04339	9426917898454	817	10.41123	2020-01-31 16:32:00	safari	1920	0.00176	52.14030	13.89490	12.30036	55.65669	14.49785	47.03758
37.51710	11.08413	600	104.78634	13.12455	16.02998	7.11360	0.74456	0.00000	1118210	9.78232	10.40452	2805917754828	979	12.35901	2022-05-20 20:34:29	chrome	higher	0.01201	66.50927	11.69886	11.22417	38.09431	13.49720	71.26055
58.16827	12.07548	1080	216.50477	67.30371	14.94999	10.74760	3.85814	1.00000	614040	10.73625	10.37366	6493127884778	795	14.75467	2020-07-02 05:36:50	edge	1280	0.13137	58.00189	14.32152	11.43336	31.86639	12.13852	45.42375
40.49109	11.34164	768	123.76674	63.36917	14.79339	9.45557	1.33805	1.00000	1451645	12.30966	11.63082	9000565280856	1182	13.17626	2021-10-05 03:01:20	chrome	higher	0.02714	48.74998	14.19775	9.77254	53.03842	12.67318	69.14025
49.61290	13.33842	1080	-10.16511	68.93016	15.81278	11.39345	2.39758	1.00000	597191	13.71786	11.29740	1678051160845	2050	13.36185	2023-09-20 02:21:24	other	1920	0.03269	44.41643	14.74468	11.50699	61.78345	12.93098	68.07354
39.54184	13.30744	768	260.77525	46.82176	14.07923	12.31075	2.94348	0.00000	33920	10.55718	10.16542	2593336829950	875	13.34113	2018-11-22 18:18:54	firefox	1920	0.03197	48.05697	12.92243	15.47067	62.09092	15.13226	56.88613
60.52170	10.56153	lower	238.27406	42.54301	13.56557	8.88885	2.59315	0.00000	1343179	14.55377	13.72423	9907121788682	1956	10.29827	2019-07-04 07:16:29	chrome	1366	0.00153	54.87849	12.91525	12.00945	51.15768	13.40833	53.29595
45.56805	11.87980	1080	164.01402	30.94917	15.93325	8.26680	4.14811	0.00000	887563	10.31519	10.65628	4963339011481	1861	11.26589	2021-04-24 14:52:30	chrome	1024	0.00407	50.75561	13.61410	17.48644	38.64973	12.49538	52.29424
61.41901	11.40869	768	113.58628	61.27230	10.56603	13.56870	3.07531	1.00000	724841	13.93699	16.62219	8106478430430	1509	13.71696	2023-08-20 00:34:19	chrome	1024	0.04664	47.17671	13.97669	10.84913	36.08747	15.47437	53.14137
77.10992	9.40151	768	179.04714	41.80143	16.68827	5.79702	7.27518	1.00000	1220127	8.98271	11.87243	0002039338437	1555	14.73530	2019-04-07 04:22:13	safari	1920	0.12883	54.25392	13.77295	10.54789	46.43181	13.42548	38.25017
75.61155	10.94580	higher	100.32317	68.89569	12.65041	9.60860	3.59772	1.00000	1176944	11.56228	13.11970	1223666189875	611	11.09719	2022-09-28 08:04:07	chrome	800	0.00346	38.28986	12.71196	12.76214	70.12757	13.67415	55.95381
28.33667	10.42781	1024	176.85657	35.77860	14.08274	8.48702	6.19687	0.00000	1326512	13.02288	12.28706	1043083338720	1180	10.71710	2021-07-25 14:53:12	chrome	1920	0.00237	39.92261	13.36610	14.45462	29.62309	11.78256	35.03802
51.22003	11.34567	1024	189.12126	55.31668	14.84641	7.74318	4.55005	0.00000	1234318	10.86810	11.19802	1873570589348	619	10.75086	2022-05-06 23:20:23	edge	1024	0.00247	91.87916	12.54463	11.42362	41.63929	12.77674	61.81930
58.64229	11.37955	1024	241.73758	61.64521	12.25229	10.15640	4.92493	1.00000	767471	11.66331	13.70494	6921372242529	2365	10.67181	2019-06-24 10:50:15	chrome	1366	0.00229	50.32129	14.03101	13.29180	57.10771	11.41603	66.17181
52.86398	12.53124	768	268.69733	46.55711	16.54486	8.29534	5.57852	0.00000	174469	12.33667	11.65237	9548059744656	394	11.04567	2020-01-10 00:11:18	edge	800	0.00329	47.14735	14.81337	12.92009	67.05362	13.42792	40.55704
53.53873	14.89327	768	151.87634	61.41514	16.20130	13.54562	5.41683	1.00000	879326	13.95819	11.81350	6913203530769	37	14.50800	2021-10-07 19:30:33	edge	800	0.10266	45.97136	13.09427	13.64231	41.62605	13.33602	54.59613
63.47138	12.54147	lower	124.93932	44.41654	15.87302	9.26704	6.57117	0.00000	787756	12.00620	12.39829	1149421255770	2069	12.11162	2018-11-07 07:17:35	firefox	800	0.00939	57.92029	12.48073	12.65986	44.75368	12.14066	55.67384
24.08290	11.44945	1024	121.03369	52.47608	15.04839	8.33780	5.29817	0.00000	1355451	11.84087	11.58746	7440852006240	922	11.28920	2023-07-26 21:12:47	edge	1366	0.00418	64.03271	12.87387	11.81837	52.12093	14.71293	74.26213
51.23930	11.19482	768	105.90494	42.97057	15.23875	8.89773	8.12367	1.00000	706485	10.29104	10.43597	4478551523419	1075	13.61828	2021-05-23 19:46:31	chrome	800	0.04221	53.40105	15.54513	12.04453	23.84094	12.75427	21.72540
46.23111	11.15812	800	195.48731	42.98528	17.00077	4.57728	0.98747	0.00000	1011717	12.02240	13.12885	2827732724077	550	8.43113	2021-01-28 22:21:47	edge	1920	0.00026	50.01542	12.11110	11.24508	49.49265	13.10265	59.53128
47.28521	11.44066	768	155.46197	56.06194	15.86143	7.93006	2.92633	0.00000	741834	12.19460	12.10951	3327029232821	1396	11.23278	2021-07-27 19:29:50	firefox	1280	0.00397	50.98191	11.49455	13.80807	72.84583	14.02709	56.99274
42.96519	12.53903	600	119.64992	69.95935	10.07431	13.24549	9.71016	1.00000	36256	11.62244	17.34968	2812399938189	751	12.16324	2020-05-24 17:46:44	chrome	1024	0.00993	33.01675	14.58934	10.50033	69.49086	13.12646	60.12839
53.50214	12.51570	1024	133.89188	51.49774	16.51937	8.45237	2.93658	0.00000	1230993	11.36697	11.15376	7440971752868	212	11.48668	2023-05-11 08:00:14	edge	1024	0.00505	38.68035	15.81556	14.37190	68.12411	13.40623	54.49597
65.47414	9.68051	lower	113.08260	51.88697	15.81504	7.14953	4.32917	1.00000	480653	11.91932	12.24608	9881050037106	891	13.37014	2020-08-04 16:28:54	chrome	1366	0.03294	52.51651	12.23358	11.82752	34.81094	13.90545	39.08587
54.13300	13.14303	higher	142.92420	54.40446	11.31928	12.36914	1.70122	1.00000	153233	11.34095	15.95505	5834793678970	1717	10.79305	2022-12-14 05:23:48	edge	800	0.00254	60.48026	12.96869	13.20363	56.85709	13.86655	43.59830
65.15994	11.12536	600	148.32828	61.37700	13.91363	9.49732	10.57645	0.00000	207441	10.97803	13.51726	8847795591816	1384	12.02419	2020-11-27 20:16:02	mobile	1024	0.00861	74.19504	12.68035	16.61444	63.74698		58.02169
38.16278	13.03384	768	119.98741	68.48568	14.87634	12.35618	5.72860	0.00000	1120318	11.05942	12.49123	0001528542102	2170	15.79153	2023-01-02 12:00:27	mobile	1920	0.37049	42.80307	14.26551	12.36098	79.34302	14.78843	44.77068
74.66150	8.74723	768	129.18069	57.63304	12.23559	8.47360	2.54453	0.00000	566734	13.72701	12.26434	9688541510663	1011	10.18144	2022-02-09 15:21:21	edge	higher	0.00141	67.03514	13.08445	15.55437	67.77181	13.63410	40.59473
45.79307	14.50293	768	92.51489	54.43257	14.81730	14.27388	8.00858	0.00000	763802	14.84364	10.34762	9756997667061	1889	13.93426	2021-12-10 02:12:02	edge	1920	0.05790	55.49251	13.93960	12.19301	47.15947	13.01621	57.34467
45.72942	12.45982	600	187.08975	46.30339	10.45376	12.96678	5.30561	1.00000	1150205	11.86085	17.10559	0123377377084	1093	12.03150	2019-05-01 07:29:19	mobile	1024	0.00869	69.94990	13.12948	11.18733	60.85512	13.22750	50.91360
24.06908	11.01122	1080	63.48941	48.68345	15.93436	6.77610	5.87607	0.00000	218595	12.25443	13.98080	5288393831882	930	10.16702	2020-11-19 05:06:53	edge	800	0.00138	68.75571	13.58259	14.78826	40.30267	13.69246	40.82811
59.26523	9.65206	600	110.96400	49.08911	13.94160	8.55839	2.89489	1.00000	363780	8.29182	11.16419	8431078145195	2427	15.63718	2023-05-13 14:00:41	safari	lower	0.31748	28.55680	13.83598	9.36265	59.36134	13.30276	59.19504
50.62078	9.66063	1024	145.29300	76.73872	10.96881	11.28179	1.66363	1.00000	359729	12.49116	12.92781	7379570382155	1119	13.12631	2022-06-30 23:37:54	firefox	800	0.02587	44.49959	12.85211	12.61551	52.26485	14.60728	41.17778
53.30808	9.81373	1080	40.03843	47.19770	9.18248	13.77899	3.51610	1.00000	179119	13.68346	13.65885	4714912295794	2447	14.33504	2022-10-19 13:08:19	edge	800	0.08642	52.36219	13.07265	11.01638	49.76124	14.86950	64.90304
43.52909	9.18817	1080	222.87498	61.14135	9.04195	11.72865	2.75408	1.00000	706351	11.34293	13.53903	3608198764161	615	13.41352	2021-10-27 22:53:01	edge	1280	0.03437	47.10625	12.76012	9.27959	63.63996	11.78949	65.34508
45.07191	10.68176	768	129.02025	36.15686	12.41517	10.37000	3.81243	1.00000	95247	11.80138	13.51090	5182218899746	1147	12.65825	2020-07-27 03:02:29	firefox	1280	0.01616	63.50716	11.17739	11.67736	39.03876	11.92403	26.38817
64.44446	10.54087	768	79.42260	54.67671	16.17953	6.18369	2.15255	0.00000	1102887	11.22035	8.82025	2976811767044	1437	11.11931	2022-07-28 09:12:05	chrome	1366	0.00351	46.35422	12.20207	9.46540	56.61159	13.75677	29.77138
41.18458	11.58983	1024	117.45551	58.23012	8.65264	13.78844	8.45506	1.00000	1236111	11.53043	15.12461	0197143922747	392	12.21905	2019-12-16 00:53:21	chrome	800	0.01051	44.50175	12.39209	10.83821	57.22028	11.71466	45.93052
50.76024	11.41976	1080	89.79909	71.83250	10.46934	9.44672	5.22467	1.00000	562751	7.40742	13.14642	0038427467984	1626	9.82362	2018-11-29 08:06:07	firefox	1920	0.00097	78.10349	13.15256	10.71041	48.44410	12.77769	41.85512
57.01975	11.70652	1024	112.92459	65.24361	17.24007	6.15768	7.77055	0.00000	545081	10.26837	13.33944	2923442280084	2296	11.43832	2021-07-22 13:22:42	chrome	1024	0.00480	46.99561	14.52687	12.24958	72.07870	10.75347	50.24533
45.60233	11.13380	1080	95.28891	38.49836	9.87292	10.45160	0.39751	1.00000	261187	8.43633	13.30148	8840324479753	396	10.60944	2023-05-26 08:39:08	safari	1280	0.00217	64.30222		10.54741	65.75128	13.51746	57.02497
43.74238	12.02570	768	223.80612	51.05525	14.63314	10.31560	1.20985	0.00000	698703	9.72930	12.30436	6463579045881	2229	14.22296	2023-07-10 02:23:48	firefox	1280	0.07723	34.99960	12.69687	13.15654	46.26456	12.46671	56.72698
71.48517	12.11390	768	129.74852	49.15070	16.38763	8.10513	4.95084	0.00000	84147	12.15147	11.51733	8991971615091	1331	11.82463	2019-05-21 20:35:15	edge	1280	0.00708	44.20219	12.94991	10.33431	43.10398	15.73312	60.28491
54.88395	13.04660	1080	222.70433	55.97545	11.24005	14.09318	9.19997	1.00000	47619	13.27634	16.32988	1456799953918	1707	12.75662	2020-05-12 23:52:47	chrome	1920	0.01784	66.83554	14.82681	12.93083	59.89304	14.61199	60.69336
31.03389	12.52732	768	226.60804	58.84642	17.26564	8.14406	6.37495	0.00000	203631	11.19236	9.33875	9658844917445	1922	11.90172	2019-12-06 08:40:27	chrome	1920	0.00762	57.72602	13.25246	13.86094	68.28959	14.36276	59.47176
47.99222	12.72841	600	105.57698	49.30930	15.18979	12.47567	4.07894	1.00000	1446500	11.54872	11.32876	6966485307659	1763	16.32509	2021-04-21 17:00:08	safari	1280	0.63164	71.76375	13.27571	12.97526	53.20893	12.53031	47.62009
40.48176	12.42909	600	237.31627	28.71352	11.32072	13.65448	0.96701	1.00000	1371807	13.52688	16.62084	0244233153045	2023	13.09163	2020-04-29 20:12:06	edge	800	0.02494	53.10621	13.19417	12.74331	46.78437	12.22040	54.44711
44.08580	12.76294	600	162.51451	62.70143	10.46463	12.34347	5.92237	1.00000	45581	10.43579	16.75561	1212911950018	161	11.38922	2023-02-03 07:47:58	firefox	1280	0.00459	43.54990	12.86934	10.60624	66.40727	14.62345	45.12152
44.68999	9.45858	768	161.45012	68.13432	16.03636	7.82104	1.02459	1.00000	834021	9.89054	10.46899	2104398735327	1931	15.78062	2021-04-30 12:08:44	chrome	1024	0.36640	44.26999	14.11900	13.34837	38.98025	12.71717	59.86133
48.68708	13.15839	lower	120.16467	49.54254	10.88322	13.54835	3.58768	1.00000	1467987	13.21137	17.59338	0897365906050	722	11.49291	2020-11-04 12:14:06	chrome	1280	0.00512	61.55299	12.99028	12.44307	60.40333	13.27220	42.19549
68.10064	11.08963	higher	26.37451	32.96365	16.03891	8.81409	2.94106	1.00000	577484	12.09442	12.98084	9445218677711	49	14.61811	2023-05-24 08:32:58	chrome	1024	0.11462	46.65185	13.74601	9.94742	55.73514	13.80868	50.05362
56.16168	11.16837	1024	133.42699	55.69766	18.01585	4.22372	10.15367	0.00000	375641	10.06483	11.76165	9000323734041	811	10.30755	2020-12-24 12:38:57	chrome	1366	0.00160	69.08658	12.89174	10.71015	58.58535	13.37212	69.87052
59.84537	12.13146	lower	282.80302	48.43922	14.70495	9.98557	2.59560	0.00000	190138	11.99330	11.61868	7268823427500	494	11.90848	2021-08-04 14:46:57	other	lower	0.00771	42.60952	12.17580	14.10694	52.53471	12.64132	42.80846
34.74019	11.11586	1024	224.46535	62.73641	14.99344	8.68738	3.14677	0.00000	578698	11.47683	9.56865	2201703646399	2378	12.45309	2019-12-16 18:56:34	safari	800	0.01323	54.83185	16.95337	10.73233	54.94344	11.27444	50.82577
52.37799	13.88970	800	129.32749	60.67528	17.30881	11.70716	2.59142	0.00000	111131	10.85258	13.39876	5455297784785	1933	17.17308	2022-07-23 05:00:34	chrome	1280	1.47466	48.23184	14.36132	11.70476	55.89912	13.17702	25.02824
53.32328	13.49681	768	171.98361	55.78733	15.07534	11.70423	0.94503	0.00000	446834	9.05738	9.78276	4807448954201	1813	13.90968	2020-02-23 05:17:01	chrome	800	0.05643	45.08933	13.61173	17.06126	57.06710	12.84188	52.15281
37.31341	10.03379	600	105.05478	49.35983	12.11061	10.30996	8.06215	1.00000	222006	13.45945	13.35482	4478853557297	437	12.07152	2019-05-31 04:48:28	chrome	lower	0.00899	50.76520	12.44584	12.17916	28.34961	14.89734	34.52972
42.65344	10.01727	800	113.73136	69.10042	17.10200	3.44251	4.50474	1.00000	126874	11.31970	14.66953	3322977583926	1970	9.65950	2022-06-20 23:16:26	firefox	1024	0.00084	34.26634	11.74985	9.21236	42.71069	14.92316	49.33450
69.76475	12.41862	1080	226.14169	36.65552	17.25530	9.08769	5.52042	0.00000	862810	12.47991	10.93745	5149361241242	18	14.04827	2019-08-28 11:54:09	edge	1920	0.06487	42.19748	14.27561	9.84595	52.22916	12.29044	54.36247
57.85279	12.57698	768	130.50803	64.56305	16.66079	8.86400	1.01483	1.00000	684761	12.94429	12.22470	1029494831296	2104	12.20336	2021-08-15 22:16:55	chrome	1366	0.01033	44.01771	12.99184	11.24148	35.15665	11.13068	27.37473
50.16668	9.88117	768	199.05992	33.71391	11.24749	8.98128	3.30442	1.00000	1431542	9.51159	12.08857	2907274851971	1378	11.26858	2022-05-12 14:27:18	chrome	1366	0.00407	46.09006	14.07224	10.67058	47.75334	12.83557	47.13393
34.75316	12.44339	1080	86.12451	53.13142	16.44818	8.33559	5.86664	0.00000	877143	10.30025	11.66591	3792644114171	1746	11.61045	2023-05-12 02:29:26	chrome	higher	0.00569	67.57245	11.72988	16.36709	52.65439	12.62517	73.18538
35.68168	10.22662	1024	130.99929	20.45640	13.51305	11.19736	12.88629	1.00000	1142193	9.52914	10.11218	0736230178447	2251	17.28001	2020-03-24 02:23:59	chrome	higher	1.64112	61.87332	13.77854	11.12224	51.26395	14.55012	58.64759
59.39237	12.49107	1024	195.05713	37.80676	16.64613	8.82008	5.96226	1.00000	692167	12.14422	12.98897	3721347582246	1494	12.81588	2019-01-28 08:35:22	mobile	1280	0.01896	65.51509	12.43636	11.46963	54.95167	13.51544	87.14853
28.82077	10.81350	1024	145.00330	75.91100	13.08402	9.20293	1.60608	1.00000	502400	12.28081	14.78208	7704244207081	415	11.77624	2020-10-01 20:41:34	edge	800	0.00671	56.61399	12.28298	9.63039	49.23302	15.07910	43.40852
62.81741	12.39081	1080	110.94553	34.97653	16.49171	8.28509	1.55064	0.00000	420389	11.67306	12.84473	1333877499042	1593	12.06330	2019-06-17 12:59:24	chrome	1280	0.00892	55.74541	12.52897	11.65144	50.24898	12.48452	49.62480
31.09140	10.98217	1080	163.41359	46.19112	13.20542	9.14932	4.77693	1.00000	730833	11.83610	12.36928	7910073125780	1095	10.50848	2019-10-26 02:35:00	mobile	1280	0.00198	58.85643	14.74393	13.90418	58.44694	13.15065	54.06041
60.02522	13.13746	768	276.75409	49.12732	12.79826	11.12776	3.27374	1.00000	83743	11.46415	16.79746	8773319457415	1980	11.06542	2020-06-17 21:06:55	safari	lower	0.00332	60.04920	14.16119	12.32103	23.57345	15.50504	35.06302
40.25994	12.69460	1024	172.28767	33.07883	15.19689	10.56983	0.44873	1.00000	241758	14.04993	14.33345	3215392894350	2238	11.55328	2019-01-20 22:23:57	edge	1366	0.00541	65.66405	13.06172	15.88065	50.46218	12.10554	62.20111
67.16372	11.19422	1024	56.89858	48.06095	14.10430	9.77313	1.91259	0.00000	1265009	11.26353	11.95395	0263519447371	26	12.40350	2018-10-19 16:53:24	chrome	1024	0.01255	54.12033	13.44781	15.68691	85.76182	13.48401	44.24836
65.45504	10.43823	600	214.36450	42.86359	14.47206	7.42910	1.42903	0.00000	1498301	12.56401	10.05737	1861132019495	1255	10.09321	2020-04-16 22:55:43	chrome	1920	0.00131	55.06340	14.25498	10.84388	72.73926	13.44422	56.93224
49.12336	11.96239	1080	156.70203	48.60986	14.91024	9.08248	2.42950	0.00000	1222863	11.53282	13.75847	5778326256405	2463	11.34830	2021-09-30 08:53:40	mobile	1920	0.00441	48.24838	13.95017	15.27053	37.49695	13.09592	54.15440
40.38299	9.73037	lower	189.72121	52.46684	13.87720	5.72218	6.70467	0.00000	1218230	11.72717	10.13914	2382070764258	1188	7.88030	2022-07-29 10:32:32	chrome	1280	0.00022	48.64562	13.27264	11.46584	58.08878	12.13697	63.43962
56.57568	10.31348	1080	190.03964	57.47548	14.54809	7.15624	6.67569	0.00000	411641	9.47560	9.90042	5042251821367	26	11.56136	2019-02-06 13:34:06	chrome	higher	0.00543	64.37852	11.52441	11.78824	51.01765	12.13306	49.50784
20.64686	10.51757	768	116.14674	26.06503	15.81861	7.69538	2.62864	1.00000	1350474	9.68224	12.79568	2332321682107	1462	14.31462	2019-01-01 14:58:52	firefox	1280	0.08462	58.94123	11.40311	11.99709	38.93953	14.18151	51.43605
54.21820	12.56559	800	108.98130	50.10513	17.76200	6.96836	6.54877	1.00000	705339	13.12119	14.40427	2657145867975	742	10.70027	2023-05-30 18:25:34	edge	1280	0.00232	45.09116	13.46606	11.90932	49.68366	12.92108	55.41316
57.53861	9.74560	1024	-24.49772	50.79279	12.65831	6.71721	5.97890	0.00000	1086460	11.63944	11.88598	9776881298386	2478	7.74204	2021-11-12 18:56:10	chrome	1024	0.00020	60.61871	12.91916	13.48243	51.40873	14.51974	57.17813
40.82192	11.60290	768	108.49663	37.76053	15.29882	8.89342	4.68013	0.00000	1490454	11.41318	12.48394	5580744193978	813	12.19631	2022-05-13 20:49:27	firefox	1920	0.01021	53.86441	12.67118	14.46945	24.09771	12.72867	59.67783
66.44937	9.88821	600	72.52983	68.13363	15.39931	7.02636	2.70145	0.00000	351270	11.69379	9.74042	8698169230998	299	11.00398	2022-10-28 05:15:29	other	1024	0.00308	79.62258	14.11671	16.08099	62.85594	13.05961	51.14825
53.44320	10.16590	600	187.21692	43.93824	14.39653	7.83097	5.82346	0.00000	425027	12.33020	11.44034	0416702098250	1786	10.40076	2020-06-25 03:28:08	mobile	1280	0.00175	54.42874	14.59532	16.07716	49.88852	13.59724	31.09713
34.05036	8.81523	600	237.09937	46.50883	13.47211	7.11200	1.17188	1.00000	237497	8.05103	11.32545	0596279548126	829	14.07314	2019-05-01 11:07:13	safari	1280	0.06651	43.58602	12.81825	9.27446	23.39063	13.59000	68.70356
